Date,State,TotalSamples,Negative,Positive
2020-05-22,Punjab,62399,55777,2029
2020-05-22,Rajasthan,287164,277744,6494
2020-05-22,Sikkim,1637,1347,0
2020-05-22,Tamil Nadu,385185,369929,14735
2020-05-22,Tripura,17721,17546,175
2020-05-22,Uttar Pradesh,214060,207079,5735
2020-05-22,Uttarakhand,18008,14960,151
2020-05-22,West Bengal,120599,,3332
2020-05-23,Andaman and Nicobar Islands,7327,,33
2020-05-23,Andhra Pradesh,292969,290255,2561
2020-05-23,Arunachal Pradesh,5206,4340,2
2020-05-23,Assam,60405,54185,329
2020-05-23,Bihar,61220,,2344
2020-05-23,Chandigarh,3749,3390,225
2020-05-23,Chhattisgarh,49763,46894,214
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,9298,9296,2
2020-05-23,Delhi,165047,,12910
2020-05-23,Goa,11945,,55
2020-05-23,Gujarat,178068,164399,13669
2020-05-23,Haryana,94035,88051,1131
2020-05-23,Himachal Pradesh,25905,24625,185
2020-05-23,Jammu and Kashmir,124074,122505,1569
2020-05-23,Jharkhand,45785,45435,350
2020-05-23,Karnataka,196196,192127,1959
2020-05-23,Kerala,60443,58192,795
2020-05-23,Ladakh,5727,4505,49
2020-05-23,Madhya Pradesh,132769,121033,6371
2020-05-23,Maharashtra,348932,299107,44582
2020-05-23,Manipur,4094,,29
2020-05-23,Mizoram,336,,1
2020-05-23,Nagaland,1065,1015,0
2020-05-23,Odisha,118446,,1269
2020-05-23,Puducherry,6349,6254,39
2020-05-23,Punjab,63567,57899,2045
2020-05-23,Rajasthan,303935,292384,6657
2020-05-23,Sikkim,1707,1398,0
2020-05-23,Tamil Nadu,397340,381216,15512
2020-05-23,Tripura,18737,18546,191
2020-05-23,Uttar Pradesh,217867,210864,6017
2020-05-23,Uttarakhand,19248,15757,173
2020-05-23,West Bengal,129608,,3459
2020-05-24,Andaman and Nicobar Islands,7327,,33
2020-05-24,Andhra Pradesh,304326,301529,2627
2020-05-24,Arunachal Pradesh,5428,4552,2
2020-05-24,Assam,66444,58972,378
2020-05-24,Bihar,63741,,2507
2020-05-24,Chandigarh,3904,3514,238
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,9678,9676,2
2020-05-24,Delhi,169873,,13418
2020-05-24,Goa,12499,,66
2020-05-24,Gujarat,182868,168806,14056
2020-05-24,Haryana,97006,91138,1184
2020-05-24,Himachal Pradesh,27288,26524,203
2020-05-24,Jammu and Kashmir,130433,128812,1621
2020-05-24,Jharkhand,48641,48271,370
2020-05-24,Karnataka,206313,201978,2089
2020-05-24,Kerala,61900,59943,848
2020-05-24,Ladakh,5730,4733,52
2020-05-24,Madhya Pradesh,135889,124549,6665
2020-05-24,Maharashtra,363470,310565,47190
2020-05-24,Mizoram,342,,1
2020-05-24,Nagaland,1097,1032,0
2020-05-24,Odisha,123834,,1335
2020-05-24,Puducherry,6536,6444,45
2020-05-24,Punjab,66142,60114,2060
2020-05-24,Rajasthan,317067,306209,7028
2020-05-24,Sikkim,1855,1471,1
2020-05-24,Tamil Nadu,409615,392690,16277
2020-05-24,Tripura,19278,19537,191
2020-05-24,Uttar Pradesh,229621,222341,6268
2020-05-24,Uttarakhand,20969,16640,293
2020-05-24,West Bengal,138824,,3667
2020-05-25,Andaman and Nicobar Islands,7363,,33
2020-05-25,Andhra Pradesh,314566,311680,2671
2020-05-25,Arunachal Pradesh,5997,4941,2
2020-05-25,Assam,70029,62244,526
2020-05-25,Chandigarh,4089,3695,266
2020-05-25,Chhattisgarh,55022,52598,292
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,10085,10083,2
2020-05-25,Delhi,174469,,14053
2020-05-25,Goa,12860,,67
2020-05-25,Gujarat,186361,171893,14468
2020-05-25,Haryana,99987,94725,1213
2020-05-25,Himachal Pradesh,28346,27596,223
2020-05-25,Jammu and Kashmir,134188,132520,1668
2020-05-25,Jharkhand,50709,50304,405
2020-05-25,Karnataka,219894,215308,2182
2020-05-25,Kerala,63009,61698,897
2020-05-25,Ladakh,5896,4894,53
2020-05-25,Madhya Pradesh,138584,128267,6859
2020-05-25,Maharashtra,379185,323937,50231
2020-05-25,Manipur,5041,,36
2020-05-25,Mizoram,359,,1
2020-05-25,Nagaland,1366,1078,3
2020-05-25,Odisha,127776,,1438
2020-05-25,Puducherry,6606,6537,47
2020-05-25,Punjab,67213,62686,2081
2020-05-25,Rajasthan,327836,318146,7300
2020-05-25,Sikkim,2103,1508,1
2020-05-25,Tamil Nadu,421450,403762,17082
2020-05-25,Tripura,20871,20637,198
2020-05-25,Uttar Pradesh,235622,228173,6497
2020-05-25,Uttarakhand,22117,17315,332
2020-05-25,West Bengal,148049,,3816
2020-05-26,Andaman and Nicobar Islands,7448,,33
2020-05-26,Andhra Pradesh,322714,319731,2719
2020-05-26,Arunachal Pradesh,6319,5083,2
2020-05-26,Assam,72654,66562,616
2020-05-26,Chandigarh,4207,3828,278
2020-05-26,Chhattisgarh,57479,55539,360
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,10388,10386,2
2020-05-26,Delhi,178579,,14465
2020-05-26,Goa,13303,,67
2020-05-26,Gujarat,189313,,14821
2020-05-26,Haryana,102018,97350,1305
2020-05-26,Himachal Pradesh,29379,28989,247
2020-05-26,Jammu and Kashmir,140962,139203,1759
2020-05-26,Jharkhand,53309,52883,426
2020-05-26,Karnataka,228914,223477,2283
2020-05-26,Kerala,65303,63010,964
2020-05-26,Madhya Pradesh,141508,131415,7024
2020-05-26,Maharashtra,390757,333468,52667
2020-05-26,Manipur,6233,,39
2020-05-26,Meghalaya,6553,5599,15
2020-05-26,Mizoram,438,,1
2020-05-26,Nagaland,1366,1080,4
2020-05-26,Odisha,131595,,1517
2020-05-26,Puducherry,6677,6593,52
2020-05-26,Punjab,69818,64160,2106
2020-05-26,Rajasthan,337159,326368,7536
2020-05-26,Sikkim,2255,1508,1
2020-05-26,Tamil Nadu,431739,413455,17728
2020-05-26,Tripura,22049,21840,209
2020-05-26,Uttar Pradesh,240588,232290,6724
2020-05-26,Uttarakhand,23076,18193,400
2020-05-26,West Bengal,157277,,4009
2020-05-27,Andaman and Nicobar Islands,7499,,33
2020-05-27,Andhra Pradesh,332378,329261,2787
2020-05-27,Arunachal Pradesh,6436,5405,2
2020-05-27,Bihar,68262,,3010
2020-05-27,Chandigarh,4332,3991,279
2020-05-27,Chhattisgarh,59320,57283,364
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,10872,10870,2
2020-05-27,Delhi,184362,,15257
2020-05-27,Goa,13911,,68
2020-05-27,Gujarat,193863,,15203
2020-05-27,Haryana,104747,99555,1381
2020-05-27,Himachal Pradesh,30852,30019,273
2020-05-27,Jammu and Kashmir,145162,143241,1921
2020-05-27,Jharkhand,55427,54969,458
2020-05-27,Karnataka,241608,235876,2418
2020-05-27,Kerala,67961,65099,1004
2020-05-27,Madhya Pradesh,146144,134774,7261
2020-05-27,Maharashtra,405020,345151,54758
2020-05-27,Manipur,6836,,44
2020-05-27,Meghalaya,6685,,20
2020-05-27,Nagaland,1554,1224,9
2020-05-27,Odisha,136274,,1593
2020-05-27,Puducherry,6808,6711,60
2020-05-27,Punjab,72468,66417,2139
2020-05-27,Rajasthan,350600,338611,7816
2020-05-27,Sikkim,2417,1665,1
2020-05-27,Tamil Nadu,442970,423775,18545
2020-05-27,Tripura,23264,23032,232
2020-05-27,Uttar Pradesh,240588,239592,6991
2020-05-27,Uttarakhand,23975,18645,438
2020-05-27,West Bengal,166513,,4192
2020-05-28,Andaman and Nicobar Islands,7519,,33
2020-05-28,Andhra Pradesh,342236,338991,2841
2020-05-28,Arunachal Pradesh,6984,5677,3
2020-05-28,Bihar,70275,,3106
2020-05-28,Chandigarh,4467,4138,289
2020-05-28,Chhattisgarh,61771,59585,398
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,11177,11175,2
2020-05-28,Delhi,191977,,16281
2020-05-28,Goa,14782,,69
2020-05-28,Gujarat,198048,,15572
2020-05-28,Haryana,108031,102260,1504
2020-05-28,Himachal Pradesh,32449,31655,281
2020-05-28,Jammu and Kashmir,153522,151486,2036
2020-05-28,Jharkhand,57250,56781,469
2020-05-28,Karnataka,252078,246115,2533
2020-05-28,Kerala,70622,67677,1089
2020-05-28,Madhya Pradesh,151182,138387,7453
2020-05-28,Maharashtra,420473,358253,56948
2020-05-28,Manipur,7758,,55
2020-05-28,Mizoram,516,,1
2020-05-28,Nagaland,1765,1317,18
2020-05-28,Odisha,139311,,1660
2020-05-28,Puducherry,6917,6286,61
2020-05-28,Punjab,72468,67325,2158
2020-05-28,Rajasthan,365556,351861,8067
2020-05-28,Sikkim,2626,1801,1
2020-05-28,Tamil Nadu,455216,435279,19372
2020-05-28,Tripura,24126,23884,242
2020-05-28,Uttar Pradesh,256267,247747,7170
2020-05-28,Uttarakhand,25380,19702,493
2020-05-28,West Bengal,175769,,4536
2020-05-29,Andaman and Nicobar Islands,7567,,33
2020-05-29,Andhra Pradesh,353874,350544,2874
2020-05-29,Arunachal Pradesh,7488,6268,3
2020-05-29,Assam,92390,84933,1024
2020-05-29,Bihar,72256,,3276
2020-05-29,Chandigarh,4543,4222,289
2020-05-29,Chhattisgarh,63992,62983,415
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,11477,11475,2
2020-05-29,Delhi,199626,,17386
2020-05-29,Goa,16141,,69
2020-05-29,Gujarat,201481,,15944
2020-05-29,Haryana,110940,105169,1721
2020-05-29,Himachal Pradesh,33979,33486,295
2020-05-29,Jammu and Kashmir,158729,156565,2164
2020-05-29,Jharkhand,59452,58931,521
2020-05-29,Karnataka,264489,258130,2781
2020-05-29,Kerala,74214,71083,1151
2020-05-29,Madhya Pradesh,155436,142383,7645
2020-05-29,Maharashtra,434565,369442,59546
2020-05-29,Manipur,8596,,59
2020-05-29,Mizoram,529,,1
2020-05-29,Nagaland,1997,1409,25
2020-05-29,Odisha,143570,,1723
2020-05-29,Puducherry,7043,6910,65
2020-05-29,Punjab,81021,,2197
2020-05-29,Rajasthan,379315,365925,8365
2020-05-29,Sikkim,2759,1880,1
2020-05-29,Tamil Nadu,466550,445668,20246
2020-05-29,Tripura,25403,25159,244
2020-05-29,Uttar Pradesh,270920,261911,7445
2020-05-29,Uttarakhand,26951,20636,602
2020-05-29,West Bengal,185051,,4813
2020-05-30,Andaman and Nicobar Islands,7567,,33
2020-05-30,Andhra Pradesh,363378,359917,2944
2020-05-30,Arunachal Pradesh,8017,6675,4
2020-05-30,Assam,101257,91248,1185
2020-05-30,Bihar,73929,,3511
2020-05-30,Chandigarh,4654,4342,289
2020-05-30,Chhattisgarh,66417,64762,447
2020-05-30,Delhi,206739,,18549
2020-05-30,Goa,17871,,70
2020-05-30,Gujarat,205780,,16356
2020-05-30,Haryana,114683,108385,1923
2020-05-30,Himachal Pradesh,35668,34933,313
2020-05-30,Jammu and Kashmir,164581,162240,2341
2020-05-30,Jharkhand,62916,62353,563
2020-05-30,Karnataka,280217,273404,2922
2020-05-30,Kerala,77257,73775,1209
2020-05-30,Ladakh,7354,6145,74
2020-05-30,Madhya Pradesh,161552,146616,7891
2020-05-30,Maharashtra,448661,380425,62228
2020-05-30,Mizoram,686,,1
2020-05-30,Nagaland,2210,1496,36
2020-05-30,Odisha,147490,,1819
2020-05-30,Puducherry,7164,7004,71
2020-05-30,Punjab,84497,,2233
2020-05-30,Rajasthan,395490,382315,8617
2020-05-30,Sikkim,2829,2015,1
2020-05-30,Tamil Nadu,479155,457405,21184
2020-05-30,Tripura,26376,26105,271
2020-05-30,Uttar Pradesh,279288,270160,7701
2020-05-30,Uttarakhand,28433,21512,727
2020-05-30,West Bengal,194397,,5130
2020-05-31,Andaman and Nicobar Islands,7706,,33
2020-05-31,Andhra Pradesh,372748,369177,3045
2020-05-31,Arunachal Pradesh,8283,7012,4
2020-05-31,Assam,109097,101006,1272
2020-05-31,Bihar,75737,,3692
2020-05-31,Chandigarh,4785,4478,293
2020-05-31,Chhattisgarh,69152,67268,492
2020-05-31,Delhi,212784,,19844
2020-05-31,Goa,19491,,71
2020-05-31,Gujarat,211930,,16794
2020-05-31,Haryana,118138,11709,2091
2020-05-31,Himachal Pradesh,37168,36618,331
2020-05-31,Jammu and Kashmir,171045,168599,2446
2020-05-31,Jharkhand,65886,65256,610
2020-05-31,Karnataka,293575,286245,3221
2020-05-31,Kerala,77508,75697,1270
2020-05-31,Ladakh,7354,6167,77
2020-05-31,Madhya Pradesh,167808,151793,8089
2020-05-31,Maharashtra,463177,392516,65168
2020-05-31,Meghalaya,7781,,27
2020-05-31,Mizoram,777,,1
2020-05-31,Nagaland,2576,1596,43
2020-05-31,Odisha,152131,,1948
2020-05-31,Puducherry,7255,7116,81
2020-05-31,Punjab,87852,,2263
2020-05-31,Rajasthan,409777,396789,8831
2020-05-31,Sikkim,2925,2173,1
2020-05-31,Tamil Nadu,491962,468940,22333
2020-05-31,Tripura,27475,27159,316
2020-05-31,Uttar Pradesh,289892,279569,8075
2020-05-31,Uttarakhand,30438,22546,802
2020-05-31,West Bengal,203751,,5501
2020-06-01,Andaman and Nicobar Islands,7805,,33
2020-06-01,Andhra Pradesh,383315,379639,3118
2020-06-01,Arunachal Pradesh,8768,7528,22
2020-06-01,Bihar,78090,,3872
2020-06-01,Chandigarh,4816,4495,294
2020-06-01,Chhattisgarh,70726,69361,539
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,11693,11690,3
2020-06-01,Delhi,217537,,20834
2020-06-01,Goa,20780,,73
2020-06-01,Gujarat,216258,,17217
2020-06-01,Haryana,121779,114792,2356
2020-06-01,Himachal Pradesh,37897,37233,340
2020-06-01,Jammu and Kashmir,176309,173708,2601
2020-06-01,Jharkhand,69187,68526,661
2020-06-01,Karnataka,304816,297052,3408
2020-06-01,Kerala,82449,78310,1327
2020-06-01,Madhya Pradesh,172019,157790,8283
2020-06-01,Maharashtra,472344,399419,67655
2020-06-01,Meghalaya,8127,,27
2020-06-01,Mizoram,896,,1
2020-06-01,Nagaland,2870,1744,43
2020-06-01,Odisha,155690,,2104
2020-06-01,Puducherry,7354,7198,81
2020-06-01,Punjab,91113,,2301
2020-06-01,Rajasthan,425184,411965,9100
2020-06-01,Sikkim,3525,2601,1
2020-06-01,Tamil Nadu,503339,479208,23495
2020-06-01,Tripura,28360,27937,423
2020-06-01,Uttar Pradesh,297903,287806,8361
2020-06-01,Uttarakhand,31703,23400,929
2020-06-01,West Bengal,213231,,5772
2020-06-02,Andaman and Nicobar Islands,8086,,33
2020-06-02,Andhra Pradesh,395681,391890,3200
2020-06-02,Arunachal Pradesh,9079,7806,28
2020-06-02,Assam,120375,111229,1513
2020-06-02,Bihar,81413,,4049
2020-06-02,Chandigarh,4902,4573,301
2020-06-02,Chhattisgarh,73198,71218,556
2020-06-02,Delhi,223607,,22132
2020-06-02,Goa,22378,,79
2020-06-02,Gujarat,221610,,17632
2020-06-02,Haryana,124564,117340,2652
2020-06-02,Himachal Pradesh,39620,38993,345
2020-06-02,Jammu and Kashmir,183067,180349,2718
2020-06-02,Jharkhand,71296,70584,712
2020-06-02,Karnataka,319628,310967,3796
2020-06-02,Kerala,86169,81157,1413
2020-06-02,Ladakh,8310,6465,81
2020-06-02,Madhya Pradesh,177481,163100,8420
2020-06-02,Maharashtra,484784,409178,70013
2020-06-02,Meghalaya,8734,,28
2020-06-02,Mizoram,1012,,13
2020-06-02,Nagaland,3257,1836,49
2020-06-02,Odisha,159567,,2245
2020-06-02,Puducherry,7444,7339,91
2020-06-02,Punjab,96329,,2342
2020-06-02,Rajasthan,440789,428471,9373
2020-06-02,Sikkim,3788,2857,1
2020-06-02,Tamil Nadu,514433,489258,24586
2020-06-02,Tripura,29066,28595,471
2020-06-02,Uttar Pradesh,307621,296705,8729
2020-06-02,Uttarakhand,33081,24262,999
2020-06-02,West Bengal,222726,,6168
2020-06-03,Andaman and Nicobar Islands,8295,,33
2020-06-03,Andhra Pradesh,403747,399776,3279
2020-06-03,Arunachal Pradesh,9551,7927,38
2020-06-03,Assam,126726,117650,1672
2020-06-03,Bihar,84729,,4273
2020-06-03,Chandigarh,4977,4658,301
2020-06-03,Chhattisgarh,76446,73706,626
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,12064,12052,12
2020-06-03,Delhi,230145,,23645
2020-06-03,Goa,23816,,126
2020-06-03,Gujarat,227898,,18117
2020-06-03,Haryana,127895,120393,2954
2020-06-03,Himachal Pradesh,41351,40621,359
2020-06-03,Jammu and Kashmir,189364,186507,2857
2020-06-03,Jharkhand,74499,73735,764
2020-06-03,Karnataka,334825,325686,4063
2020-06-03,Kerala,95348,84870,1495
2020-06-03,Madhya Pradesh,183662,168219,8588
2020-06-03,Maharashtra,498577,420644,72300
2020-06-03,Manipur,12454,,118
2020-06-03,Meghalaya,9025,,28
2020-06-03,Mizoram,1095,,14
2020-06-03,Nagaland,3414,2002,58
2020-06-03,Odisha,162891,,2388
2020-06-03,Puducherry,7576,7447,98
2020-06-03,Punjab,101036,,2376
2020-06-03,Rajasthan,454788,440850,9652
2020-06-03,Sikkim,4102,3062,2
2020-06-03,Tamil Nadu,528534,502173,25872
2020-06-03,Tripura,30481,29859,622
2020-06-03,Uttar Pradesh,317780,306672,8870
2020-06-03,Uttarakhand,34413,25385,1066
2020-06-03,West Bengal,232225,,6508
2020-06-04,Andaman and Nicobar Islands,8413,,33
2020-06-04,Andhra Pradesh,413733,409621,3377
2020-06-04,Arunachal Pradesh,10025,8552,43
2020-06-04,Assam,133029,122618,1988
2020-06-04,Bihar,88313,,4420
2020-06-04,Chandigarh,5059,4735,302
2020-06-04,Chhattisgarh,78971,75519,756
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,12375,12361,14
2020-06-04,Delhi,236506,,25004
2020-06-04,Goa,25300,,166
2020-06-04,Gujarat,233921,,18609
2020-06-04,Haryana,132575,124769,3281
2020-06-04,Himachal Pradesh,42703,42081,383
2020-06-04,Jammu and Kashmir,195677,192535,3142
2020-06-04,Jharkhand,77641,76814,827
2020-06-04,Karnataka,347093,337154,4320
2020-06-04,Kerala,99692,87403,1589
2020-06-04,Madhya Pradesh,189252,173392,8762
2020-06-04,Maharashtra,511136,430100,74860
2020-06-04,Meghalaya,9395,,31
2020-06-04,Mizoram,1346,,17
2020-06-04,Nagaland,3739,2151,80
2020-06-04,Odisha,165824,,2478
2020-06-04,Puducherry,7794,7647,109
2020-06-04,Punjab,106933,,2415
2020-06-04,Rajasthan,467129,451826,9862
2020-06-04,Sikkim,4358,3894,2
2020-06-04,Tamil Nadu,544981,517137,27256
2020-06-04,Tripura,31138,30492,646
2020-06-04,Uttar Pradesh,330663,318562,9237
2020-06-04,Uttarakhand,35117,26093,1145
2020-06-04,West Bengal,241831,,6876
2020-06-05,Andaman and Nicobar Islands,8694,,33
2020-06-05,Andhra Pradesh,423564,419314,3427
2020-06-05,Arunachal Pradesh,10790,8877,46
2020-06-05,Bihar,91903,,4551
2020-06-05,Chandigarh,5121,4793,309
2020-06-05,Chhattisgarh,81773,78134,863
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,13667,13653,14
2020-06-05,Delhi,241693,,26334
2020-06-05,Goa,26208,,196
2020-06-05,Gujarat,239911,,19119
2020-06-05,Haryana,137452,129027,3597
2020-06-05,Himachal Pradesh,43688,43149,393
2020-06-05,Jammu and Kashmir,202257,198933,3324
2020-06-05,Jharkhand,80097,79175,922
2020-06-05,Karnataka,360720,349951,4835
2020-06-05,Kerala,104045,92818,1700
2020-06-05,Ladakh,9754,7204,97
2020-06-05,Madhya Pradesh,195249,179234,8996
2020-06-05,Maharashtra,524002,440445,77793
2020-06-05,Manipur,14629,,132
2020-06-05,Meghalaya,9592,,31
2020-06-05,Mizoram,1687,,22
2020-06-05,Nagaland,3974,2372,94
2020-06-05,Odisha,169010,,2608
2020-06-05,Puducherry,7963,7791,115
2020-06-05,Punjab,113542,,2461
2020-06-05,Rajasthan,480910,465349,10084
2020-06-05,Sikkim,4761,4143,3
2020-06-05,Tamil Nadu,560673,535254,28694
2020-06-05,Tripura,32300,31606,694
2020-06-05,Uttar Pradesh,344717,332126,9733
2020-06-05,Uttarakhand,35967,27184,1215
2020-06-05,West Bengal,251517,,7303
2020-06-06,Andaman and Nicobar Islands,9037,,33
2020-06-06,Andhra Pradesh,436335,431875,3588
2020-06-06,Arunachal Pradesh,11261,9350,49
2020-06-06,Assam,146605,136154,2397
2020-06-06,Bihar,95473,,4745
2020-06-06,Chandigarh,5237,4906,309
2020-06-06,Chhattisgarh,85346,80477,923
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14780,14761,19
2020-06-06,Delhi,246873,,27654
2020-06-06,Goa,27402,,267
2020-06-06,Gujarat,245606,,19617
2020-06-06,Haryana,141688,132684,3952
2020-06-06,Himachal Pradesh,44509,43942,400
2020-06-06,Jammu and Kashmir,211880,208413,3467
2020-06-06,Jharkhand,84444,83416,1028
2020-06-06,Karnataka,372582,361382,5213
2020-06-06,Kerala,107796,97114,1808
2020-06-06,Ladakh,10164,7214,99
2020-06-06,Madhya Pradesh,200913,184202,9228
2020-06-06,Maharashtra,538009,451764,80229
2020-06-06,Meghalaya,10066,,33
2020-06-06,Mizoram,1991,,24
2020-06-06,Nagaland,4061,2614,107
2020-06-06,Odisha,172598,,2781
2020-06-06,Puducherry,8118,7968,118
2020-06-06,Punjab,115974,,2515
2020-06-06,Rajasthan,494480,478366,10337
2020-06-06,Sikkim,5005,4273,3
2020-06-06,Tamil Nadu,576695,545896,30152
2020-06-06,Tripura,33331,32582,749
2020-06-06,Uttar Pradesh,355085,342360,10103
2020-06-06,Uttarakhand,36638,28172,1245
2020-06-06,West Bengal,261288,,7738
2020-06-07,Andaman and Nicobar Islands,9242,,33
2020-06-07,Andhra Pradesh,454030,449371,3718
2020-06-07,Arunachal Pradesh,11516,9921,51
2020-06-07,Assam,153326,142192,2565
2020-06-07,Bihar,99108,,4972
2020-06-07,Chandigarh,5312,4977,314
2020-06-07,Chhattisgarh,88896,84344,1073
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,15546,14926,20
2020-06-07,Delhi,251915,,28936
2020-06-07,Goa,29739,,300
2020-06-07,Gujarat,251686,,20097
2020-06-07,Haryana,145722,136555,4448
2020-06-07,Himachal Pradesh,45888,45254,411
2020-06-07,Jammu and Kashmir,218481,214394,4087
2020-06-07,Jharkhand,87721,86618,1103
2020-06-07,Karnataka,384442,372399,5452
2020-06-07,Kerala,111930,100319,1915
2020-06-07,Madhya Pradesh,208514,190155,9401
2020-06-07,Maharashtra,553063,463723,82968
2020-06-07,Manipur,17028,,172
2020-06-07,Meghalaya,10066,,33
2020-06-07,Mizoram,2252,,34
2020-06-07,Nagaland,4371,2956,118
2020-06-07,Odisha,176098,,2856
2020-06-07,Puducherry,8274,8112,130
2020-06-07,Punjab,124266,,2608
2020-06-07,Rajasthan,506784,491233,10599
2020-06-07,Tamil Nadu,592970,560890,31667
2020-06-07,Tripura,35263,34461,802
2020-06-07,Uttar Pradesh,360258,346684,10536
2020-06-07,Uttarakhand,37166,28945,1341
2020-06-07,West Bengal,271074,,8187
2020-06-08,Andaman and Nicobar Islands,9341,,33
2020-06-08,Andhra Pradesh,468276,463463,3843
2020-06-08,Arunachal Pradesh,12012,10376,57
2020-06-08,Bihar,102318,,5176
2020-06-08,Chandigarh,5385,5040,318
2020-06-08,Chhattisgarh,92598,86719,1160
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,16277,15655,22
2020-06-08,Delhi,255615,,29943
2020-06-08,Goa,31455,,330
2020-06-08,Gujarat,256289,,20574
2020-06-08,Haryana,150220,140081,4854
2020-06-08,Himachal Pradesh,46416,45956,421
2020-06-08,Jammu and Kashmir,227906,223621,4285
2020-06-08,Jharkhand,92325,91035,1290
2020-06-08,Karnataka,393221,380630,5760
2020-06-08,Kerala,113956,103472,2006
2020-06-08,Madhya Pradesh,215194,196497,9638
2020-06-08,Maharashtra,565290,473588,85975
2020-06-08,Meghalaya,10746,,36
2020-06-08,Mizoram,2496,,42
2020-06-08,Nagaland,4729,3176,123
2020-06-08,Odisha,179415,,2994
2020-06-08,Puducherry,8472,8293,139
2020-06-08,Punjab,129821,,2663
2020-06-08,Rajasthan,518350,503208,10876
2020-06-08,Sikkim,5547,4953,6
2020-06-08,Tamil Nadu,607952,574209,33229
2020-06-08,Tripura,37453,36613,840
2020-06-08,Uttar Pradesh,380723,366630,10947
2020-06-08,Uttarakhand,39133,30620,1380
2020-06-08,West Bengal,280098,,8613
2020-06-09,Andaman and Nicobar Islands,9859,,33
2020-06-09,Andhra Pradesh,483361,478332,3990
2020-06-09,Arunachal Pradesh,12455,10642,57
2020-06-09,Assam,169842,159760,2937
2020-06-09,Bihar,105588,,5364
2020-06-09,Chhattisgarh,93059,89914,1211
2020-06-09,Delhi,261079,,31309
2020-06-09,Goa,32194,,359
2020-06-09,Gujarat,261587,,21044
2020-06-09,Haryana,153692,143513,5209
2020-06-09,Himachal Pradesh,47655,46541,437
2020-06-09,Jammu and Kashmir,235816,231470,4346
2020-06-09,Jharkhand,95099,93683,1416
2020-06-09,Karnataka,400257,387027,5921
2020-06-09,Kerala,126088,111892,2097
2020-06-09,Ladakh,10249,7888,108
2020-06-09,Madhya Pradesh,220936,203131,9849
2020-06-09,Maharashtra,579294,485144,88528
2020-06-09,Manipur,18612,,304
2020-06-09,Meghalaya,11247,,40
2020-06-09,Mizoram,2747,,88
2020-06-09,Nagaland,4896,3512,127
2020-06-09,Odisha,182384,,3140
2020-06-09,Puducherry,8752,8548,143
2020-06-09,Punjab,136343,,2719
2020-06-09,Rajasthan,530031,515872,11245
2020-06-09,Sikkim,5815,5508,12
2020-06-09,Tamil Nadu,621171,585678,34914
2020-06-09,Tripura,38572,37706,866
2020-06-09,Uttar Pradesh,391286,377667,11335
2020-06-09,Uttarakhand,40264,31945,1488
2020-06-09,West Bengal,287900,,8985
2020-06-10,Andaman and Nicobar Islands,10010,,35
2020-06-10,Andhra Pradesh,498716,493469,4126
2020-06-10,Arunachal Pradesh,13035,11420,61
2020-06-10,Bihar,109483,,5583
2020-06-10,Chandigarh,5532,5182,328
2020-06-10,Chhattisgarh,94576,92049,1262
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,17179,16552,27
2020-06-10,Delhi,266156,,32810
2020-06-10,Goa,35332,,387
2020-06-10,Gujarat,266404,,21554
2020-06-10,Haryana,158470,147453,5438
2020-06-10,Himachal Pradesh,48922,48123,451
2020-06-10,Jammu and Kashmir,241891,237384,4507
2020-06-10,Jharkhand,95500,94077,1423
2020-06-10,Karnataka,408506,394603,6041
2020-06-10,Kerala,131006,116425,2162
2020-06-10,Madhya Pradesh,228042,210081,10049
2020-06-10,Maharashtra,595282,497990,90787
2020-06-10,Manipur,19756,,311
2020-06-10,Meghalaya,11505,,44
2020-06-10,Mizoram,2747,,102
2020-06-10,Nagaland,5220,3867,128
2020-06-10,Odisha,185401,,3250
2020-06-10,Puducherry,8954,8712,156
2020-06-10,Punjab,144467,,2805
2020-06-10,Rajasthan,543312,527864,11600
2020-06-10,Sikkim,6161,5850,12
2020-06-10,Tamil Nadu,638846,601363,36841
2020-06-10,Tripura,40027,39130,897
2020-06-10,Uttar Pradesh,404637,390841,11610
2020-06-10,Uttarakhand,40872,33369,1560
2020-06-10,West Bengal,297419,,9328
2020-06-11,Andaman and Nicobar Islands,10226,,38
2020-06-11,Andhra Pradesh,510318,504889,4261
2020-06-11,Arunachal Pradesh,13479,11754,67
2020-06-11,Assam,181108,171070,3319
2020-06-11,Bihar,113225,,5807
2020-06-11,Chandigarh,5636,5267,332
2020-06-11,Chhattisgarh,96230,93903,1398
2020-06-11,Delhi,271516,,34687
2020-06-11,Goa,37858,,417
